01583142	BV
00201407	BV
02252931	BV
12743823	NN
12462401	NN
06919712	NN
07520112	NN
05840188	NN
01528654	NN
13967215	NN
08977948	NN
02442205	BV
14162275	NN
12711596	NN
13555599	NN
00507485	BV
00838816	NN
11614713	NN
00043411	JJ
05957238	NN
00507673	NN
08464601	NN
13878634	NN
09974496	NN
03867515	NN
01470287	NN
02419773	BV
09893191	NN
11715810	NN
08804662	NN
09779280	NN
12744656	NN
01751173	BV
09170633	NN
11877646	NN
13618849	NN
06787150	NN
01064401	BV
12637319	NN
10474645	NN
14477877	NN
04827652	NN
12160490	NN
12300625	NN
02356381	NN
13617046	NN
12135729	NN
15166742	NN
00858781	BV
07401726	NN
10095061	NN
07743723	NN
06648724	NN
01780941	BV
04683136	NN
08744750	NN
07991364	NN
02604760	BV
01813811	NN
09257949	NN
02264363	NN
01891438	NN
12397594	NN
00181434	BV
10032676	NN
01351170	BV
02121808	NN
00273445	BV
05961278	NN
00775460	NN
11601487	NN
06714976	NN
04077430	NN
06063588	NN
12345136	NN
08729283	NN
00163441	BV
02239528	NN
06631322	NN
06526291	NN
00035603	BV
03470387	NN
08224684	NN
02706046	BV
02796412	NN
15173479	NN
04083942	NN
07151380	NN
09810364	NN
07405893	NN
05840650	NN
07902520	NN
05205340	NN
10485440	NN
12470092	NN
11203059	NN
03772269	NN
06398401	NN
01526925	NN
04915462	NN
10266328	NN
02267644	NN
05512835	NN
02238770	BV
02379753	BV
05305136	NN
02520147	NN
11729315	NN
14166358	NN
02253154	BV
01255355	BV
06207561	NN
00779374	JJ
07375635	NN
08660339	NN
05404728	NN
02270473	NN
10411163	NN
03136051	NN
10576071	NN
10207514	NN
02310855	BV
04376400	NN
10849873	NN
01801371	NN
02035337	JJ
00140967	BV
10744164	NN
00638981	JJ
01243674	NN
09779790	NN
02449699	NN
13327231	NN
01066433	BV
12626674	NN
09873604	NN
05650579	NN
03753826	NN
11416722	NN
02325884	NN
01480715	NN
02590340	BV
13074084	NN
01855032	NN
07936548	NN
09889941	NN
05662532	NN
02364448	JJ
01728445	NN
08339454	NN
01351601	BV
01023259	BV
10146927	NN
01412415	JJ
12610328	NN
03094520	JJ
05978159	NN
05174653	NN
09989045	NN
00604523	NN
02270810	NN
09639382	NN
07859583	NN
00915265	BV
04865114	NN
02914991	NN
11659909	NN
01349735	NN
07536074	NN
03463832	NN
09845589	NN
14839846	NN
09887850	NN
00465291	BV
01973375	NN
15214419	NN
00677174	NN
00393953	BV
01016420	NN
00303056	BV
13541798	NN
04025748	NN
05772044	NN
01648993	NN
14304060	NN
11490638	NN
01079396	NN
11814238	NN
06767922	NN
14915622	NN
06959932	NN
01793177	BV
01479333	BV
02438897	NN
00836705	BV
03838160	NN
02301151	BV
03570709	NN
15206744	NN
10296444	NN
01263659	BV
01736256	NN
00562280	NN
07769584	NN
03728437	NN
01814091	NN
07340725	NN
00624801	BV
06906439	NN
05526957	NN
14370267	NN
04476116	NN
02629581	NN
09201031	NN
01442591	NN
01105259	NN
01056411	NN
07827410	NN
02322712	NN
10603528	NN
06493392	NN
00330160	NN
08077292	NN
15116532	NN
05692419	NN
10394141	NN
01736098	BV
12618336	NN
07906284	NN
11800359	NN
11503060	NN
01058574	BV
01993065	NN
00691050	NN
05987522	NN
11924445	NN
14609198	NN
02853218	NN
01127795	BV
01516064	NN
02298471	BV
10304160	NN
04204468	NN
00420132	BV
06070929	NN
10249459	NN
03379204	NN
14698884	NN
15123115	NN
01277974	BV
00024279	BV
02482425	BV
00450335	NN
00651759	BV
01299888	JJ
02614978	NN
14443912	NN
03608074	NN
02206619	BV
06615818	NN
11841368	NN
04170515	NN
07532440	NN
02403231	NN
14828683	NN
14991319	NN
01170813	NN
01959482	BV
04925348	NN
02404573	NN
10765098	NN
00712135	BV
02249995	NN
08009834	NN
01060198	BV
14276936	NN
08587828	NN
01179707	NN
11127996	NN
12510569	NN
11711971	NN
12661873	NN
04241249	NN
00846462	JJ
00560293	NN
12667179	NN
01889129	BV
12709349	NN
00224901	BV
14017332	NN
12793494	NN
09068320	NN
00383275	BV
00595032	NN
05046471	NN
06626446	NN
00768483	NN
00636921	NN
10803282	NN
02792049	NN
03746574	NN
04271148	NN
14334511	NN
00296178	BV
01845627	NN
02541687	NN
01487743	NN
01081456	NN
10113362	NN
12159555	NN
06687358	NN
02371125	NN
09983572	NN
01828714	NN
00896497	BV
08753294	NN
12870392	NN
12135049	NN
05577410	NN
00967098	BV
00395333	NN
00179959	BV
07892813	NN
10609686	NN
05542052	NN
14746048	NN
08841209	NN
00417859	NN
01583993	BV
01238204	BV
01897779	BV
00477941	BV
09849012	NN
02129604	NN
00448232	NN
01794668	BV
13794034	NN
01113068	NN
08943601	NN
09103377	NN
01597551	NN
02536557	BV
12783173	NN
14471926	NN
04960079	NN
00382010	BV
00739082	BV
02339922	NN
08096301	NN
06719579	NN
10604491	NN
05906554	NN
01934205	BV
00004819	BV
02495446	NN
09852081	NN
03600806	NN
07401960	NN
02801349	JJ
07507912	NN
07393161	NN
08699426	NN
08647616	NN
00903711	BV
01647867	BV
08389297	NN
08904269	NN
05773049	NN
02947212	NN
12327209	NN
05202284	NN
10009276	NN
00941719	BV
12561309	NN
11834272	NN
00253761	BV
01588493	BV
00612652	JJ
01701634	BV
03894051	NN
13817526	NN
11942487	NN
08982037	NN
13558003	NN
13777764	NN
01061489	JJ
00361932	NN
12057211	NN
01570403	BV
01867697	BV
13456071	NN
13864763	NN
10509161	NN
00395583	BV
00189062	BV
12061614	NN
09861946	NN
12125183	NN
00921300	BV
00065070	BV
13534274	NN
02373601	NN
01024392	NN
02350845	NN
12836663	NN
14496710	NN
02133435	BV
03294604	NN
14048134	NN
02652922	BV
01139865	BV
04639113	NN
13575433	NN
10435988	NN
09110422	NN
01681913	BV
05937112	NN
01569896	BV
13353607	NN
10177014	NN
12479537	NN
04821615	NN
12589286	NN
00365647	BV
01784799	BV
02657805	NN
09325530	NN
05530871	NN
00275088	BV
01972131	BV
12826395	NN
00785045	NN
00596644	BV
09881748	NN
04190464	NN
02730304	JJ
06013298	NN
04921754	NN
00512749	BV
11951052	NN
09606527	NN
03070193	NN
04339638	NN
04787324	NN
10660333	NN
01014609	BV
12630144	NN
00132219	NN
02067540	BV
02390015	NN
01885367	NN
00430191	JJ
11696776	NN
13829047	NN
12520661	NN
05984936	NN
03707597	NN
08704822	NN
10568443	NN
13579287	NN
01809321	BV
14417697	NN
03639077	NN
07309781	NN
04694980	NN
00861725	BV
01802895	NN
14451911	NN
01592072	BV
12456527	NN
01542567	NN
12316444	NN
11872658	NN
03836699	NN
13532886	NN
11117451	NN
00136048	NN
09690371	NN
00199130	NN
02024508	BV
01846916	BV
11863717	NN
11658104	NN
15058163	NN
04908396	NN
12173407	NN
02406533	NN
02589245	BV
10408552	NN
09224325	NN
07640991	NN
07989373	NN
00229814	NN
06397307	NN
01493012	NN
07343363	NN
02043665	BV
10777894	NN
07190941	NN
